"Date","Price","Open","High","Low","Vol.","Change %"
"07/23/2001","14,068","14,108","14,239","14,058","133.60M","-0.17%"
"07/24/2001","13,738","14,049","14,106","13,725","165.31M","-2.35%"
"07/25/2001","13,956","13,738","13,956","13,679","178.15M","1.59%"
"07/26/2001","13,810","13,963","13,980","13,736","158.99M","-1.05%"
"07/27/2001","13,910","13,825","13,910","13,759","122.08M","0.72%"
"07/30/2001","13,704","13,948","14,117","13,704","107.29M","-1.48%"
"07/31/2001","13,754","13,703","13,830","13,639","127.19M","0.36%"
"08/01/2001","13,743","13,757","13,837","13,606","157.91M","-0.08%"
"08/02/2001","13,823","13,746","13,846","13,690","127.92M","0.58%"
"08/03/2001","13,838","13,840","13,902","13,733","116.51M","0.11%"
"08/06/2001","14,047","13,856","14,067","13,854","126.91M","1.51%"
"08/07/2001","14,036","14,049","14,143","14,003","183.42M","-0.08%"
"08/08/2001","13,919","14,036","14,113","13,917","176.93M","-0.83%"
"08/09/2001","13,834","13,921","13,930","13,705","147.03M","-0.61%"
"08/10/2001","13,915","13,836","13,920","13,738","164.57M","0.59%"
"08/13/2001","13,771","13,914","13,929","13,716","134.03M","-1.03%"
"08/14/2001","13,829","13,770","13,841","13,732","174.79M","0.42%"
"08/15/2001","13,659","13,834","13,856","13,615","322.13M","-1.23%"
"08/16/2001","13,509","13,686","13,722","13,415","147.86M","-1.10%"
"08/17/2001","13,044","13,507","13,507","13,010","178.55M","-3.44%"
"08/20/2001","13,115","13,044","13,228","12,916","130.82M","0.54%"
"08/21/2001","12,892","13,122","13,186","12,886","209.38M","-1.70%"
"08/22/2001","12,952","12,907","13,161","12,853","286.92M","0.47%"
"08/23/2001","12,751","12,961","13,013","12,703","214.79M","-1.55%"
"08/24/2001","13,001","12,749","13,007","12,681","155.33M","1.96%"
"08/27/2001","12,996","13,000","13,048","12,849","121.30M","-0.04%"
"08/28/2001","13,018","13,005","13,114","12,942","125.56M","0.17%"
"08/29/2001","13,077","13,040","13,182","13,012","149.91M","0.45%"
"08/30/2001","12,892","13,074","13,114","12,798","138.37M","-1.41%"
"08/31/2001","12,841","12,906","12,949","12,789","235.70M","-0.40%"
"09/03/2001","12,800","12,849","12,863","12,696","121.16M","-0.32%"
"09/04/2001","12,767","12,812","12,947","12,767","188.01M","-0.26%"
"09/05/2001","12,591","12,767","12,768","12,462","384.38M","-1.38%"
"09/06/2001","12,255","12,594","12,599","12,251","181.83M","-2.67%"
"09/10/2001","11,922","12,238","12,238","11,901","221.03M","-2.72%"
"09/11/2001","10,828","11,930","11,987","10,824","533.44M","-9.18%"
"09/12/2001","11,114","10,773","11,319","10,706","296.45M","2.64%"
"09/13/2001","10,306","11,127","11,156","10,290","178.81M","-7.27%"
"09/14/2001","10,034","10,262","10,271","9,533","319.53M","-2.64%"
"09/17/2001","10,545","10,032","10,577","10,032","298.05M","5.09%"
"09/18/2001","10,554","10,543","10,708","10,321","330.34M","0.09%"
"09/19/2001","10,745","10,560","10,836","10,485","288.48M","1.81%"
"09/20/2001","10,543","10,719","10,719","10,470","211.52M","-1.88%"
"09/21/2001","10,419","10,493","10,493","9,890","298.28M","-1.18%"
"09/24/2001","10,533","10,453","10,694","10,453","240.35M","1.09%"
"09/25/2001","10,229","10,539","10,596","10,195","218.99M","-2.89%"
"09/26/2001","10,006","10,227","10,274","9,893","181.63M","-2.18%"
