"Date","Price","Open","High","Low","Vol.","Change %"
"03/10/1999","4,728.27","4,568.33","4,730.90","4,568.33","100.33M","3.51%"
"03/09/1999","4,568.10","4,460.75","4,583.71","4,460.52","131.81M","2.40%"
"03/08/1999","4,460.85","4,328.50","4,461.54","4,326.18","88.99M","3.07%"
"03/05/1999","4,327.80","4,218.96","4,330.58","4,218.96","77.97M","2.60%"
"03/04/1999","4,218.02","4,128.36","4,374.72","4,128.36","37.36M","2.20%"
"03/03/1999","4,127.38","4,186.75","4,190.17","4,115.89","35.00M","-1.42%"
"03/02/1999","4,186.65","4,217.83","4,237.96","4,185.62","50.73M","-0.74%"
"03/01/1999","4,217.74","4,260.33","4,261.34","4,217.74","26.49M","-1.01%"
"02/26/1999","4,260.80","4,292.19","4,310.47","4,245.14","70.05M","-0.75%"
"02/25/1999","4,292.86","4,270.03","4,302.75","4,259.50","88.42M","0.56%"
"02/24/1999","4,269.12","4,231.20","4,322.33","4,231.20","73.99M","0.88%"
"02/23/1999","4,231.67","4,244.81","4,262.54","4,228.69","49.12M","-0.27%"
"02/22/1999","4,243.18","4,202.17","4,277.65","4,190.97","59.34M","1.03%"
"02/19/1999","4,200.12","4,110.68","4,210.35","4,109.48","53.96M","2.13%"
"02/18/1999","4,112.65","4,077.82","4,126.27","4,077.82","53.94M","0.89%"
"02/17/1999","4,076.34","4,158.20","4,189.10","4,073.57","92.12M","-1.99%"
"02/16/1999","4,159.04","4,103.78","4,170.40","4,103.78","79.28M","1.35%"
"02/15/1999","4,103.60","4,102.12","4,109.41","4,088.70","5.80M","0.06%"
"02/12/1999","4,101.18","4,106.80","4,120.13","4,067.34","66.19M","-0.16%"
"02/11/1999","4,107.74","3,941.63","4,110.53","3,941.63","87.77M","4.22%"
"02/10/1999","3,941.49","3,947.17","3,947.17","3,911.27","58.95M","-0.14%"
"02/09/1999","3,946.94","4,016.70","4,016.70","3,941.62","64.32M","-1.74%"
"02/08/1999","4,016.80","4,013.88","4,043.29","4,000.70","48.02M","0.08%"
"02/04/1999","4,013.55","4,060.61","4,085.27","4,013.28","62.26M","-1.16%"
"02/03/1999","4,060.56","4,016.66","4,073.22","4,009.83","73.28M","1.15%"
"02/02/1999","4,014.58","4,030.54","4,083.55","4,004.11","90.82M","-0.39%"
"02/01/1999","4,030.24","3,960.21","4,036.38","3,946.03","61.19M","1.83%"
"01/29/1999","3,957.93","3,993.94","4,040.15","3,957.93","116.67M","-0.88%"
"01/28/1999","3,992.91","3,815.94","3,993.02","3,815.94","101.22M","4.65%"
"01/27/1999","3,815.35","3,766.01","3,848.59","3,766.01","100.25M","1.31%"
"01/26/1999","3,765.97","3,708.54","3,770.61","3,702.65","74.80M","1.57%"
"01/25/1999","3,707.80","3,697.59","3,707.80","3,657.89","35.18M","0.29%"
"01/22/1999","3,697.03","3,733.61","3,733.61","3,673.88","71.19M","-1.00%"
"01/21/1999","3,734.20","3,774.13","3,780.75","3,717.39","69.45M","-1.09%"
"01/20/1999","3,775.41","3,605.01","3,783.70","3,605.01","76.76M","4.77%"
"01/19/1999","3,603.43","3,637.91","3,642.04","3,526.45","56.71M","-0.94%"
"01/18/1999","3,637.77","3,622.59","3,695.11","3,555.87","31.07M","0.55%"
"01/15/1999","3,617.77","3,358.48","3,637.04","3,358.48","103.05M","7.78%"
"01/14/1999","3,356.59","3,300.35","3,359.31","3,267.97","92.11M","1.70%"
"01/13/1999","3,300.42","3,457.01","3,457.01","3,272.43","120.75M","-4.60%"
"01/12/1999","3,459.64","3,591.36","3,591.36","3,453.88","49.10M","-3.69%"
"01/11/1999","3,592.20","3,638.29","3,638.29","3,530.45","46.15M","-1.27%"
"01/08/1999","3,638.55","3,665.07","3,691.66","3,628.12","63.47M","-0.73%"
"01/07/1999","3,665.25","3,742.91","3,742.91","3,664.64","39.13M","-2.13%"
"01/06/1999","3,745.15","3,754.27","3,801.70","3,718.47","64.05M","-0.39%"
"01/05/1999","3,759.87","3,835.47","3,843.98","3,756.35","35.86M","-1.98%"
"01/04/1999","3,835.73","3,959.49","3,960.26","3,832.14","16.59M","-3.13%"
"12/31/1998","3,959.66","3,960.04","3,960.04","3,916.27","12.23M","-0.03%"
"12/30/1998","3,960.78","3,916.43","3,967.33","3,912.85","20.05M","1.12%"
"12/29/1998","3,916.80","3,942.47","3,942.47","3,899.41","20.48M","-0.66%"
"12/28/1998","3,942.67","4,003.52","4,003.52","3,939.99","14.94M","-1.47%"
"12/24/1998","4,001.35","3,932.92","4,001.35","3,932.92","8.89M","1.81%"
"12/23/1998","3,930.29","3,900.26","3,953.26","3,900.26","29.92M","0.80%"
"12/22/1998","3,899.11","3,905.24","3,906.57","3,873.65","22.97M","-0.27%"
"12/21/1998","3,909.57","3,841.28","3,909.57","3,841.28","30.46M","1.78%"
"12/18/1998","3,841.24","3,792.13","3,843.14","3,783.31","41.64M","1.33%"
"12/17/1998","3,790.85","3,741.81","3,797.92","3,736.11","47.70M","1.33%"
"12/16/1998","3,741.25","3,753.62","3,767.82","3,713.12","45.14M","-0.31%"
"12/15/1998","3,753.04","3,813.23","3,822.79","3,735.81","65.80M","-1.97%"
"12/14/1998","3,828.32","3,885.52","3,915.16","3,774.41","135.55M","-1.37%"
"12/11/1998","3,881.44","3,800.12","3,881.44","3,775.83","86.55M","2.17%"
"12/10/1998","3,798.87","3,805.89","3,816.23","3,780.51","47.90M","-0.17%"
"12/09/1998","3,805.52","3,779.32","3,805.52","3,727.45","54.17M","0.69%"
"12/08/1998","3,779.53","3,807.13","3,860.30","3,778.98","82.28M","-0.72%"
"12/07/1998","3,806.96","3,759.46","3,810.99","3,729.63","56.70M","1.25%"
"12/04/1998","3,759.83","3,702.49","3,759.83","3,702.28","72.99M","1.61%"
"12/03/1998","3,700.19","3,813.11","3,813.11","3,686.22","83.23M","-3.02%"
"12/02/1998","3,815.39","3,750.63","3,826.69","3,725.14","108.81M","1.76%"
"12/01/1998","3,749.38","3,769.36","3,805.69","3,685.52","80.76M","-0.54%"
"11/30/1998","3,769.88","3,992.48","3,993.48","3,762.69","66.88M","-5.57%"
"11/27/1998","3,992.30","4,026.13","4,031.48","3,987.03","24.06M","-0.83%"
"11/26/1998","4,025.66","4,007.73","4,025.95","4,001.90","11.47M","0.44%"
"11/25/1998","4,007.92","4,016.51","4,016.51","3,977.84","70.85M","-0.60%"
"11/24/1998","4,032.18","4,131.03","4,131.03","4,023.81","67.33M","-2.40%"
"11/23/1998","4,131.45","3,995.74","4,131.48","3,995.74","93.52M","3.40%"
"11/19/1998","3,995.62","4,059.45","4,105.05","3,993.16","67.35M","-1.57%"
"11/18/1998","4,059.24","3,956.45","4,064.68","3,952.79","40.39M","2.66%"
"11/17/1998","3,954.20","3,971.75","4,015.23","3,938.28","60.60M","-0.44%"
"11/16/1998","3,971.50","4,008.67","4,030.39","3,961.68","29.59M","-0.90%"
"11/13/1998","4,007.62","4,031.21","4,052.72","3,999.55","71.13M","-0.52%"
"11/12/1998","4,028.70","4,117.48","4,129.58","4,017.19","80.93M","-2.16%"
"11/11/1998","4,117.69","4,143.96","4,188.69","4,105.08","65.51M","-0.61%"
"11/10/1998","4,142.77","4,200.20","4,200.20","4,133.90","50.83M","-1.39%"
"11/09/1998","4,201.24","4,285.48","4,285.48","4,176.75","53.93M","-2.00%"
"11/06/1998","4,286.94","4,261.23","4,288.29","4,244.17","113.30M","0.61%"
"11/05/1998","4,260.98","4,266.81","4,299.44","4,216.21","94.85M","-0.16%"
"11/04/1998","4,267.73","4,128.01","4,293.00","4,128.01","126.40M","3.39%"
"11/03/1998","4,127.85","4,076.30","4,161.23","4,076.30","90.21M","1.30%"
"10/30/1998","4,074.86","3,910.06","4,076.64","3,910.06","135.93M","4.28%"
"10/29/1998","3,907.73","3,842.69","3,907.73","3,788.96","61.23M","1.67%"
"10/28/1998","3,843.68","3,917.23","3,951.26","3,843.68","66.08M","-1.88%"
"10/27/1998","3,917.46","3,994.82","4,037.17","3,904.25","79.08M","-1.93%"
"10/26/1998","3,994.51","3,993.75","4,026.31","3,975.87","44.69M","0.03%"
"10/23/1998","3,993.23","4,025.41","4,097.96","3,972.70","107.13M","-0.81%"
"10/22/1998","4,025.99","3,850.56","4,044.40","3,819.50","108.36M","4.56%"
"10/21/1998","3,850.45","3,795.12","3,850.97","3,737.15","63.83M","0.78%"
"10/20/1998","3,820.49","3,815.24","3,886.17","3,812.66","66.02M","0.20%"
"10/19/1998","3,812.96","3,829.17","3,888.68","3,808.96","41.57M","-0.48%"
"10/16/1998","3,831.33","3,831.59","3,902.47","3,791.41","102.86M","0.01%"
"10/15/1998","3,831.02","3,594.96","3,838.16","3,574.19","67.42M","6.55%"
"10/14/1998","3,595.42","3,577.03","3,635.18","3,551.36","57.88M","0.51%"
"10/13/1998","3,577.24","3,560.40","3,582.60","3,536.21","44.71M","0.47%"
"10/12/1998","3,560.61","3,444.52","3,578.74","3,444.52","61.79M","3.38%"
"10/09/1998","3,444.06","3,387.76","3,452.30","3,354.09","56.79M","1.67%"
"10/08/1998","3,387.46","3,375.05","3,388.50","3,270.76","63.69M","0.36%"
"10/07/1998","3,375.44","3,435.86","3,456.06","3,345.79","61.85M","-1.73%"
"10/06/1998","3,434.82","3,428.29","3,533.84","3,415.28","57.86M","0.20%"
"10/05/1998","3,427.98","3,524.32","3,524.32","3,362.96","40.18M","-2.85%"
"10/02/1998","3,528.65","3,390.47","3,536.98","3,361.19","75.81M","4.08%"
"10/01/1998","3,390.23","3,568.72","3,568.72","3,372.61","64.35M","-5.03%"
"09/30/1998","3,569.88","3,678.73","3,678.73","3,487.83","73.09M","-2.99%"
"09/29/1998","3,679.91","3,734.58","3,736.75","3,628.87","65.36M","-1.00%"
"09/28/1998","3,717.18","3,705.77","3,844.07","3,705.77","84.67M","0.36%"
"09/25/1998","3,703.69","3,688.92","3,710.44","3,541.08","70.29M","0.36%"
"09/24/1998","3,690.48","3,901.36","3,989.86","3,666.76","131.51M","-5.43%"
"09/23/1998","3,902.19","3,579.43","3,902.19","3,579.43","157.85M","9.08%"
"09/22/1998","3,577.36","3,494.78","3,643.59","3,494.78","115.35M","2.37%"
"09/21/1998","3,494.40","3,406.37","3,506.02","3,369.46","68.57M","0.53%"
"09/18/1998","3,475.90","3,395.58","3,497.05","3,377.80","79.83M","2.37%"
"09/17/1998","3,395.48","3,413.07","3,417.24","3,219.49","94.67M","-0.56%"
"09/15/1998","3,414.68","3,022.96","3,417.94","3,008.43","137.43M","12.92%"
"09/14/1998","3,023.90","2,919.02","3,037.22","2,919.02","80.23M","3.64%"
"09/11/1998","2,917.78","2,859.29","2,943.50","2,859.29","140.83M","2.16%"
"09/10/1998","2,856.10","3,166.64","3,166.64","2,844.72","130.82M","-9.82%"
"09/09/1998","3,167.26","3,234.35","3,234.35","3,157.71","57.25M","-2.16%"
"09/08/1998","3,237.24","3,194.95","3,263.07","3,140.66","77.14M","1.34%"
"09/07/1998","3,194.54","3,049.75","3,225.05","3,049.75","29.99M","4.91%"
"09/04/1998","3,045.17","3,102.93","3,121.51","2,968.82","64.17M","-1.84%"
"09/03/1998","3,102.39","3,172.18","3,174.01","3,088.53","57.52M","-2.40%"
"09/02/1998","3,178.56","2,993.93","3,266.85","2,993.93","107.86M","6.24%"
"08/31/1998","2,991.93","3,147.17","3,152.60","2,987.73","60.27M","-5.14%"
"08/28/1998","3,154.14","3,054.99","3,155.81","2,964.65","105.24M","3.22%"
"08/27/1998","3,055.71","3,250.47","3,250.47","3,010.63","95.31M","-6.11%"
"08/26/1998","3,254.44","3,368.17","3,368.17","3,213.13","131.89M","-3.39%"
"08/25/1998","3,368.79","3,413.55","3,471.25","3,327.15","75.11M","-1.30%"
"08/24/1998","3,413.01","3,410.54","3,420.36","3,333.06","30.46M","0.00%"
"08/21/1998","3,413.15","3,495.55","3,495.55","3,225.23","90.93M","-2.45%"
"08/20/1998","3,498.81","3,603.95","3,603.95","3,482.50","69.00M","-2.93%"
"08/19/1998","3,604.36","3,650.28","3,716.63","3,596.48","90.72M","-1.22%"
"08/18/1998","3,648.84","3,533.86","3,655.88","3,518.49","55.68M","3.27%"
"08/17/1998","3,533.14","3,575.45","3,575.45","3,523.74","27.38M","-1.41%"
"08/14/1998","3,583.72","3,581.81","3,672.10","3,573.72","46.92M","0.09%"
"08/13/1998","3,580.55","3,560.68","3,631.36","3,548.67","55.37M","0.53%"
"08/12/1998","3,561.50","3,629.17","3,703.83","3,518.49","54.94M","-1.85%"
"08/11/1998","3,628.45","3,729.90","3,729.90","3,508.87","64.65M","-2.76%"
"08/10/1998","3,731.49","3,829.77","3,844.93","3,730.46","29.64M","-2.95%"
"08/07/1998","3,844.93","3,981.63","4,012.95","3,831.88","55.34M","-3.44%"
"08/06/1998","3,981.73","4,047.04","4,047.04","3,977.02","32.15M","-1.81%"
"08/05/1998","4,055.32","4,072.67","4,099.39","4,007.28","36.12M","-0.41%"
"08/04/1998","4,071.95","4,176.14","4,187.35","4,063.84","46.02M","-2.45%"
"08/03/1998","4,174.34","4,244.19","4,244.19","4,165.21","27.40M","-1.66%"
"07/31/1998","4,244.96","4,351.16","4,354.42","4,242.41","66.59M","-2.45%"
"07/30/1998","4,351.37","4,335.99","4,380.05","4,335.99","40.09M","0.25%"
"07/29/1998","4,340.34","4,344.15","4,412.37","4,301.41","62.00M","-0.08%"
"07/28/1998","4,343.98","4,474.71","4,474.71","4,298.70","39.48M","-2.89%"
"07/27/1998","4,473.04","4,484.22","4,486.39","4,415.08","61.71M","-0.49%"
"07/24/1998","4,495.10","4,484.76","4,524.68","4,446.84","58.09M","0.24%"
"07/23/1998","4,484.50","4,565.69","4,573.35","4,478.56","51.29M","-1.76%"
"07/22/1998","4,564.75","4,552.23","4,570.08","4,509.08","45.42M","0.26%"
"07/21/1998","4,552.74","4,602.41","4,606.36","4,551.28","34.68M","-1.09%"
"07/20/1998","4,602.69","4,678.88","4,681.06","4,591.71","41.61M","-1.54%"
"07/17/1998","4,674.53","4,656.42","4,688.40","4,639.79","44.75M","0.41%"
"07/16/1998","4,655.42","4,594.38","4,697.51","4,594.38","72.00M","1.34%"
"07/15/1998","4,593.78","4,670.14","4,679.17","4,588.53","52.60M","-1.54%"
"07/14/1998","4,665.79","4,630.79","4,727.90","4,630.79","61.23M","0.87%"
"07/13/1998","4,625.38","4,567.18","4,665.14","4,567.18","33.98M","1.28%"
"07/10/1998","4,566.88","4,532.44","4,609.57","4,517.56","37.94M","0.76%"
"07/09/1998","4,532.59","4,573.41","4,611.45","4,519.71","42.68M","-0.89%"
"07/08/1998","4,573.28","4,510.97","4,592.59","4,510.97","70.64M","1.39%"
"07/07/1998","4,510.61","4,405.36","4,530.07","4,402.73","54.97M","2.24%"
"07/06/1998","4,411.88","4,481.58","4,485.68","4,407.21","29.75M","-1.60%"
"07/03/1998","4,483.75","4,430.40","4,483.75","4,425.27","17.56M","1.17%"
"07/02/1998","4,431.80","4,421.73","4,442.29","4,394.62","47.23M","0.22%"
"07/01/1998","4,422.09","4,286.99","4,427.56","4,286.47","55.15M","3.26%"
"06/30/1998","4,282.62","4,185.78","4,286.90","4,185.78","58.07M","2.34%"
"06/29/1998","4,184.56","4,159.43","4,194.53","4,159.43","25.36M","0.64%"
"06/26/1998","4,157.81","4,233.37","4,233.37","4,117.56","49.15M","-1.80%"
"06/25/1998","4,233.92","4,380.34","4,387.92","4,215.59","46.07M","-3.30%"
"06/24/1998","4,378.26","4,387.17","4,403.17","4,356.90","38.21M","-0.22%"
"06/23/1998","4,387.86","4,323.14","4,391.48","4,323.14","59.13M","1.56%"
"06/22/1998","4,320.36","4,353.06","4,353.06","4,276.95","31.33M","-0.77%"
"06/19/1998","4,353.74","4,268.46","4,354.20","4,268.46","48.62M","1.99%"
"06/18/1998","4,268.73","4,341.30","4,342.87","4,257.33","39.98M","-1.66%"
"06/17/1998","4,340.98","4,126.07","4,345.48","4,126.07","72.67M","5.21%"
"06/16/1998","4,125.97","4,049.95","4,146.87","4,049.95","58.64M","1.90%"
"06/15/1998","4,048.99","4,186.25","4,186.25","4,046.59","46.91M","-3.95%"
"06/12/1998","4,215.68","4,289.48","4,289.48","4,097.17","73.61M","-1.72%"
"06/11/1998","4,289.31","4,396.59","4,396.59","4,283.94","51.62M","-2.44%"
"06/10/1998","4,396.80","4,559.30","4,559.30","4,384.11","47.26M","-3.57%"
"06/09/1998","4,559.45","4,597.82","4,597.82","4,544.67","32.23M","-0.84%"
"06/08/1998","4,598.09","4,602.08","4,609.98","4,562.36","16.09M","-0.07%"
"06/05/1998","4,601.26","4,591.84","4,669.22","4,590.61","50.04M","0.20%"
"06/04/1998","4,592.01","4,455.85","4,592.01","4,455.79","49.69M","3.07%"
"06/03/1998","4,455.24","4,480.19","4,509.21","4,454.04","33.59M","-0.55%"
"06/02/1998","4,480.01","4,414.29","4,488.34","4,414.29","48.50M","1.51%"
"06/01/1998","4,413.52","4,527.37","4,527.37","4,399.03","20.97M","-2.57%"
"05/29/1998","4,530.01","4,469.40","4,530.01","4,469.40","41.45M","1.38%"
"05/28/1998","4,468.22","4,486.70","4,548.74","4,453.63","62.84M","-0.27%"
"05/27/1998","4,480.36","4,453.58","4,492.14","4,326.56","64.57M","0.60%"
"05/26/1998","4,453.58","4,612.29","4,612.29","4,448.32","52.53M","-3.44%"
"05/25/1998","4,612.29","4,648.43","4,648.43","4,605.05","6.01M","-0.78%"
"05/22/1998","4,648.43","4,660.44","4,681.45","4,616.66","37.14M","-0.26%"
"05/21/1998","4,660.44","4,608.22","4,660.87","4,593.73","56.64M","1.15%"
"05/20/1998","4,607.34","4,626.88","4,650.81","4,542.59","72.60M","-0.37%"
"05/19/1998","4,624.45","4,646.23","4,680.20","4,601.98","52.39M","-0.47%"
"05/18/1998","4,646.51","4,786.18","4,786.59","4,609.56","54.15M","-2.92%"
"05/15/1998","4,786.18","4,739.18","4,802.55","4,731.52","42.40M","0.99%"
"05/14/1998","4,739.18","4,756.29","4,834.73","4,735.87","46.04M","-0.37%"
"05/13/1998","4,756.60","4,812.14","4,812.14","4,746.70","40.79M","-1.15%"
"05/12/1998","4,812.14","4,843.54","4,843.54","4,749.11","58.06M","-0.65%"
"05/11/1998","4,843.54","4,937.65","4,962.80","4,829.23","45.58M","-1.91%"
"05/08/1998","4,937.65","4,927.01","4,961.44","4,904.63","45.46M","0.22%"
"05/07/1998","4,927.01","4,927.93","4,935.73","4,881.03","50.52M","-0.02%"
"05/06/1998","4,927.93","5,041.15","5,041.66","4,906.06","58.62M","-2.25%"
"05/04/1998","5,041.38","5,098.53","5,103.53","5,030.26","38.92M","-1.12%"
"04/30/1998","5,098.53","5,028.65","5,099.63","5,028.65","84.37M","1.39%"
"04/29/1998","5,028.65","5,035.18","5,035.28","4,980.37","42.50M","-0.13%"
"04/28/1998","5,035.18","4,909.77","5,036.40","4,909.77","65.82M","2.55%"
"04/27/1998","4,909.77","5,086.23","5,086.23","4,893.80","47.07M","-3.47%"
"04/24/1998","5,086.23","5,151.55","5,155.93","5,066.57","40.05M","-1.27%"
"04/23/1998","5,151.55","5,164.97","5,204.64","5,144.72","77.30M","-0.25%"
"04/22/1998","5,164.70","5,185.52","5,196.61","5,155.00","53.29M","-0.40%"
"04/21/1998","5,185.52","5,166.37","5,238.80","5,166.10","90.27M","0.37%"
"04/20/1998","5,166.37","5,083.69","5,167.86","5,083.25","65.81M","1.63%"
"04/17/1998","5,083.69","5,001.55","5,083.69","4,995.32","64.47M","1.64%"
"04/16/1998","5,001.55","4,991.04","5,001.87","4,965.84","31.79M","0.21%"
"04/15/1998","4,991.04","4,961.26","4,992.43","4,948.50","40.06M","0.60%"
"04/14/1998","4,961.26","4,919.06","4,961.26","4,919.06","37.82M","0.86%"
"04/13/1998","4,919.06","4,925.21","4,952.25","4,898.90","31.74M","-0.04%"
"04/08/1998","4,921.15","4,866.70","4,921.15","4,861.80","54.08M","1.12%"
"04/07/1998","4,866.70","4,924.45","4,924.76","4,854.78","19.97M","-1.17%"
"04/06/1998","4,924.45","4,927.91","4,953.61","4,915.23","34.18M","-0.07%"
"04/03/1998","4,927.91","4,984.13","4,990.42","4,907.74","37.11M","-1.13%"
"04/02/1998","4,984.13","4,999.11","5,001.26","4,979.69","31.76M","-0.30%"
"04/01/1998","4,999.11","5,016.22","5,016.29","4,978.05","33.08M","-0.34%"
"03/31/1998","5,016.22","5,038.46","5,065.45","4,985.35","56.76M","-0.44%"
"03/30/1998","5,038.46","5,043.09","5,043.09","5,007.06","28.33M","-0.09%"
"03/27/1998","5,043.09","4,986.23","5,051.93","4,986.23","66.10M","1.14%"
"03/26/1998","4,986.23","4,997.14","4,997.14","4,965.02","61.90M","-0.22%"
"03/25/1998","4,997.14","5,004.65","5,058.53","4,962.18","97.52M","-0.15%"
"03/24/1998","5,004.65","5,041.41","5,118.89","5,004.04","112.66M","-0.74%"
"03/23/1998","5,042.08","4,917.48","5,052.15","4,917.48","56.53M","2.54%"
"03/20/1998","4,917.06","4,852.33","4,925.86","4,852.33","52.84M","1.33%"
"03/19/1998","4,852.33","4,844.41","4,883.42","4,844.41","51.95M","0.16%"
"03/18/1998","4,844.41","4,784.29","4,854.77","4,774.90","53.34M","1.26%"
"03/17/1998","4,784.29","4,725.20","4,785.42","4,690.37","56.04M","1.28%"
"03/16/1998","4,723.84","4,785.41","4,794.12","4,721.91","30.55M","-1.29%"
"03/13/1998","4,785.41","4,758.37","4,822.23","4,758.37","78.76M","0.57%"
"03/12/1998","4,758.37","4,742.18","4,763.21","4,711.71","49.50M","0.34%"
"03/11/1998","4,742.34","4,710.34","4,816.83","4,666.53","72.09M","0.68%"
"03/10/1998","4,710.34","4,812.40","4,818.48","4,699.47","39.39M","-2.12%"
"03/09/1998","4,812.24","4,855.75","4,855.75","4,795.63","47.23M","-0.90%"
"03/06/1998","4,855.75","4,756.84","4,855.75","4,756.84","59.50M","2.08%"
"03/05/1998","4,757.00","4,804.01","4,804.01","4,746.12","37.93M","-0.98%"
"03/04/1998","4,804.13","4,841.26","4,843.58","4,775.97","33.38M","-0.77%"
"03/03/1998","4,841.26","4,850.74","4,882.13","4,830.78","47.90M","-0.20%"
"03/02/1998","4,850.74","4,784.45","4,857.53","4,784.45","55.35M","1.39%"
"02/27/1998","4,784.45","4,775.01","4,799.71","4,751.78","48.02M","0.20%"
"02/26/1998","4,775.01","4,740.22","4,805.96","4,740.22","66.01M","0.73%"
"02/25/1998","4,740.22","4,601.61","4,741.90","4,601.61","91.37M","3.07%"
"02/24/1998","4,598.98","4,561.01","4,623.06","4,535.45","41.81M","0.83%"
"02/23/1998","4,561.01","4,597.71","4,609.22","4,558.26","23.45M","-0.80%"
"02/20/1998","4,597.71","4,606.56","4,619.65","4,567.90","35.96M","-0.19%"
"02/19/1998","4,606.56","4,548.93","4,642.58","4,537.03","55.87M","1.24%"
"02/18/1998","4,550.24","4,513.89","4,550.24","4,447.61","50.26M","0.81%"
"02/17/1998","4,513.89","4,594.13","4,617.51","4,489.52","54.39M","-1.74%"
"02/16/1998","4,593.96","4,611.69","4,611.94","4,576.38","11.55M","-0.47%"
"02/13/1998","4,615.80","4,682.60","4,682.60","4,606.38","38.16M","-1.43%"
"02/12/1998","4,682.60","4,728.80","4,728.80","4,650.40","37.12M","-0.99%"
"02/11/1998","4,729.25","4,721.97","4,736.32","4,689.30","53.06M","0.15%"
"02/10/1998","4,721.97","4,697.53","4,727.54","4,687.05","56.95M","0.52%"
"02/09/1998","4,697.53","4,751.53","4,756.03","4,689.41","42.09M","-1.14%"
"02/06/1998","4,751.53","4,787.35","4,830.29","4,750.31","53.78M","-0.75%"
"02/04/1998","4,787.35","4,765.44","4,825.89","4,724.66","77.34M","0.46%"
"02/03/1998","4,765.44","4,673.09","4,765.44","4,658.47","80.98M","1.98%"
"02/02/1998","4,673.09","4,569.36","4,673.09","4,569.36","69.57M","2.27%"
"01/30/1998","4,569.36","4,481.50","4,577.13","4,472.34","58.90M","2.05%"
"01/29/1998","4,477.60","4,545.79","4,546.06","4,466.83","34.90M","-1.51%"
"01/28/1998","4,546.33","4,584.71","4,632.20","4,525.31","41.30M","-0.81%"
"01/27/1998","4,583.49","4,526.56","4,594.20","4,514.84","44.64M","1.26%"
"01/26/1998","4,526.56","4,542.87","4,549.26","4,509.08","25.70M","-0.36%"
"01/23/1998","4,542.87","4,549.92","4,571.51","4,482.29","49.25M","-0.15%"
"01/22/1998","4,549.92","4,608.67","4,608.67","4,516.41","47.42M","-1.47%"
"01/21/1998","4,617.73","4,691.74","4,691.74","4,584.17","53.00M","-1.58%"
"01/20/1998","4,691.74","4,773.44","4,773.44","4,680.22","42.78M","-1.71%"
"01/19/1998","4,773.44","4,676.68","4,776.85","4,676.68","25.54M","2.19%"
"01/16/1998","4,671.24","4,591.34","4,676.49","4,591.34","58.27M","1.79%"
"01/15/1998","4,589.06","4,650.14","4,650.14","4,520.29","46.22M","-1.31%"
"01/14/1998","4,650.14","4,673.55","4,716.48","4,607.14","72.82M","-0.50%"
"01/13/1998","4,673.55","4,687.49","4,753.24","4,658.39","72.50M","-0.28%"
"01/12/1998","4,686.89","4,547.74","4,687.40","4,461.88","71.92M","3.06%"
"01/09/1998","4,547.74","4,837.12","4,837.12","4,530.76","71.44M","-5.98%"
"01/08/1998","4,837.18","4,936.41","4,936.41","4,825.51","45.07M","-2.14%"
"01/07/1998","4,942.91","5,033.40","5,033.40","4,874.70","52.78M","-1.80%"
"01/06/1998","5,033.40","5,199.63","5,199.63","5,024.55","35.40M","-3.20%"
"01/05/1998","5,199.63","5,204.00","5,220.69","5,152.34","37.23M","-0.08%"
"01/02/1998","5,204.00","5,229.35","5,229.35","5,179.71","15.61M","-0.48%"
"12/31/1997","5,229.35","5,206.44","5,229.35","5,193.62","17.98M","0.44%"
"12/30/1997","5,206.44","5,122.24","5,207.49","5,122.24","44.15M","1.68%"
"12/29/1997","5,120.61","5,034.01","5,122.60","5,034.01","39.38M","1.72%"
"12/26/1997","5,034.01","4,952.89","5,035.08","4,945.04","10.76M","1.64%"
"12/24/1997","4,952.89","4,925.89","4,953.15","4,901.41","38.75M","0.55%"
"12/23/1997","4,925.89","4,931.57","4,935.38","4,891.43","42.10M","-0.12%"
"12/22/1997","4,931.57","4,946.53","4,953.19","4,903.90","25.42M","-0.30%"
"12/19/1997","4,946.53","5,040.91","5,040.91","4,862.02","72.60M","-1.87%"
"12/18/1997","5,040.91","5,111.67","5,119.04","5,028.53","47.94M","-1.39%"
"12/17/1997","5,112.04","5,087.31","5,132.98","5,066.46","73.16M","0.49%"
"12/16/1997","5,087.31","5,009.00","5,102.38","5,003.95","83.16M","1.58%"
"12/15/1997","5,008.14","4,952.54","5,009.11","4,915.03","53.05M","1.11%"
"12/11/1997","4,953.04","5,045.43","5,045.43","4,889.81","103.95M","-1.83%"
"12/10/1997","5,045.43","5,111.87","5,111.87","5,015.39","56.67M","-1.30%"
"12/09/1997","5,111.87","5,110.81","5,112.82","5,073.03","46.06M","0.03%"
"12/08/1997","5,110.38","5,110.16","5,122.39","5,105.34","34.52M","0.00%"
"12/05/1997","5,110.16","5,130.59","5,131.40","5,064.09","46.68M","-0.41%"
"12/04/1997","5,131.14","5,128.34","5,185.36","5,105.54","73.03M","0.06%"
"12/03/1997","5,127.91","5,126.67","5,140.33","5,088.27","52.87M","0.02%"
"12/02/1997","5,126.67","5,118.16","5,136.78","5,082.13","62.88M","0.17%"
"12/01/1997","5,118.16","4,974.57","5,120.89","4,972.46","73.62M","2.89%"
"11/28/1997","4,974.57","4,957.08","4,974.57","4,924.90","28.52M","0.35%"
"11/27/1997","4,957.08","4,897.04","4,957.36","4,897.04","24.04M","1.23%"
"11/26/1997","4,897.04","4,787.07","4,897.76","4,786.07","69.64M","2.30%"
