"Date","Price","Open","High","Low","Vol.","Change %"
"03/26/2001","451.38","437.58","452.17","436.26","","5.16%"
"03/23/2001","429.25","406.17","429.25","400.37","","6.22%"
"03/22/2001","404.12","428.08","428.08","396.20","","-5.60%"
"03/21/2001","428.08","433.46","436.27","426.34","","-0.83%"
"03/20/2001","431.65","438.54","448.91","430.57","","-0.64%"
"03/19/2001","434.41","445.28","446.15","431.85","","-1.94%"
"03/16/2001","442.99","451.58","451.58","439.42","","-1.90%"
"03/15/2001","451.58","450.16","456.30","445.18","","0.44%"
"03/14/2001","449.60","460.58","461.15","446.87","","-3.09%"
"03/13/2001","463.92","465.91","469.40","460.88","","-0.45%"
"03/12/2001","466.02","476.83","476.83","465.55","","-2.36%"
"03/09/2001","477.29","476.40","477.29","469.29","","-0.05%"
"03/08/2001","477.52","478.56","478.91","469.08","","-0.31%"
"03/07/2001","479.02","476.31","480.96","475.19","","0.57%"
"03/06/2001","476.31","487.26","490.31","475.93","","-1.83%"
"03/05/2001","485.17","458.98","485.17","458.98","","8.10%"
"03/02/2001","448.81","439.39","449.91","433.48","","2.10%"
"03/01/2001","439.60","435.29","441.95","429.20","","0.86%"
"02/28/2001","435.85","447.08","449.33","429.53","","-2.36%"
"02/27/2001","446.38","455.55","455.55","445.33","","-1.92%"
"02/26/2001","455.13","460.41","461.46","454.34","","-1.15%"
"02/23/2001","460.41","459.22","460.56","452.54","","0.15%"
"02/22/2001","459.71","451.30","459.71","448.34","","2.13%"
"02/21/2001","450.14","467.03","467.36","448.55","","-4.22%"
"02/20/2001","469.99","485.26","485.72","468.61","","-3.15%"
"02/19/2001","485.26","483.15","485.26","481.43","","0.44%"
"02/16/2001","483.15","494.65","494.65","482.78","","-2.21%"
"02/15/2001","494.09","494.58","497.14","493.10","","-0.17%"
"02/14/2001","494.92","500.50","500.50","493.54","","-1.18%"
"02/13/2001","500.84","507.09","507.89","500.84","","-1.17%"
"02/12/2001","506.79","504.24","510.12","504.03","","0.46%"
"02/09/2001","504.46","511.31","511.31","504.26","","-1.06%"
"02/08/2001","509.85","505.25","509.85","503.21","","1.18%"
"02/07/2001","503.92","511.54","511.54","502.58","","-1.73%"
"02/06/2001","512.79","511.19","514.46","510.53","","0.42%"
"02/05/2001","510.63","517.39","517.78","508.49","","-1.38%"
"02/02/2001","517.79","527.59","529.38","515.46","","-1.93%"
"02/01/2001","528.00","532.34","534.02","527.44","","-0.90%"
"01/31/2001","532.80","531.50","535.97","531.43","","0.24%"
"01/30/2001","531.50","530.29","534.72","530.06","","0.23%"
"01/29/2001","530.29","524.63","530.29","519.26","","0.97%"
"01/26/2001","525.19","527.19","527.67","524.27","","-0.38%"
"01/25/2001","527.19","532.88","533.18","526.05","","-1.07%"
"01/24/2001","532.88","538.89","538.89","528.97","","-1.17%"
"01/23/2001","539.20","528.96","540.16","528.80","","2.17%"
"01/22/2001","527.73","526.46","530.33","524.49","","0.18%"
"01/19/2001","526.80","524.89","527.52","521.98","","0.47%"
"01/18/2001","524.33","510.86","525.03","510.37","","2.69%"
"01/17/2001","510.58","505.84","514.29","505.84","","1.48%"
"01/16/2001","503.15","503.46","504.93","501.60","","-0.07%"
"01/15/2001","503.48","499.55","503.48","498.30","","0.79%"
"01/12/2001","499.55","501.99","506.96","498.46","","-0.40%"
"01/11/2001","501.54","495.29","507.93","495.12","","1.43%"
"01/10/2001","494.45","491.89","498.48","485.30","","0.41%"
"01/09/2001","492.45","467.66","494.79","466.64","","5.68%"
"01/08/2001","465.98","464.08","466.25","462.32","","0.41%"
"01/05/2001","464.08","460.67","468.14","460.67","","0.99%"
"01/04/2001","459.55","449.31","460.92","449.31","","2.37%"
"01/03/2001","448.89","419.57","448.89","419.57","","7.21%"
"01/02/2001","418.70","418.51","423.76","417.90","","0.46%"
"12/28/2000","416.77","419.97","420.25","415.42","","-0.76%"
"12/27/2000","419.97","421.08","423.09","417.43","","-0.02%"
"12/26/2000","420.06","421.53","421.53","418.95","","-0.07%"
"12/22/2000","420.37","416.06","423.97","416.04","","1.04%"
"12/21/2000","416.06","405.46","416.06","405.46","","2.81%"
"12/20/2000","404.68","411.65","411.65","402.05","","-1.81%"
"12/19/2000","412.13","406.63","413.26","406.63","","1.35%"
"12/18/2000","406.63","406.30","411.60","405.81","","0.37%"
"12/15/2000","405.15","409.17","409.17","400.48","","-1.09%"
"12/14/2000","409.60","416.18","417.55","408.59","","-1.57%"
"12/13/2000","416.15","421.59","423.06","415.79","","-1.15%"
"12/12/2000","421.01","417.68","421.01","416.06","","0.94%"
"12/11/2000","417.10","411.45","417.10","411.45","","1.42%"
"12/07/2000","411.27","410.43","413.33","408.09","","0.20%"
"12/06/2000","410.43","413.67","418.99","409.03","","-0.78%"
"12/05/2000","413.67","401.05","414.23","400.47","","3.52%"
"12/04/2000","399.59","402.31","402.41","398.51","","-0.68%"
"12/01/2000","402.33","399.49","405.38","399.49","","0.71%"
"11/30/2000","399.49","409.48","409.48","396.57","","-2.71%"
"11/29/2000","410.63","406.69","413.66","406.69","","1.02%"
"11/28/2000","406.49","418.02","418.02","406.24","","-2.76%"
"11/27/2000","418.02","419.22","424.22","417.03","","-0.01%"
"11/24/2000","418.07","414.95","419.13","414.95","","0.82%"
"11/23/2000","414.68","413.84","414.68","413.74","","0.20%"
"11/22/2000","413.84","425.66","425.66","412.49","","-2.73%"
"11/21/2000","425.44","426.26","426.26","423.57","","-0.19%"
"11/20/2000","426.26","424.40","426.67","420.52","","0.44%"
"11/17/2000","424.40","431.72","431.72","421.33","","-1.83%"
"11/16/2000","432.30","436.89","437.51","429.95","","-1.05%"
"11/15/2000","436.89","442.42","443.00","436.26","","-1.25%"
"11/14/2000","442.42","442.74","447.02","440.91","","0.39%"
"11/13/2000","440.69","434.50","441.08","429.49","","1.42%"
"11/10/2000","434.50","430.01","435.35","430.01","","1.23%"
"11/09/2000","429.23","424.79","429.23","422.11","","1.05%"
"11/08/2000","424.79","432.29","433.60","422.68","","-1.75%"
"11/07/2000","432.36","427.65","432.36","423.09","","1.06%"
"11/03/2000","427.81","436.75","437.47","426.27","","-2.05%"
"11/02/2000","436.75","429.76","438.95","429.20","","1.36%"
"11/01/2000","430.90","440.86","440.86","428.07","","-2.27%"
"10/31/2000","440.90","433.25","440.90","433.25","","1.77%"
"10/30/2000","433.25","435.61","437.70","432.89","","-0.81%"
"10/27/2000","436.77","413.20","436.77","413.20","","5.85%"
"10/26/2000","412.62","398.28","412.62","398.28","","4.05%"
"10/25/2000","396.55","414.50","414.50","396.39","","-4.33%"
"10/24/2000","414.50","415.20","419.93","413.82","","-0.17%"
"10/23/2000","415.20","424.92","427.15","414.13","","-2.34%"
"10/20/2000","425.13","432.14","432.26","424.58","","-1.64%"
"10/19/2000","432.24","414.84","432.24","414.84","","4.33%"
"10/18/2000","414.29","418.48","418.48","408.09","","-1.14%"
"10/17/2000","419.06","436.90","436.90","419.06","","-4.08%"
"10/13/2000","436.90","434.93","436.90","428.88","","0.42%"
"10/12/2000","435.09","443.65","445.75","433.63","","-1.67%"
"10/11/2000","442.49","449.09","451.97","441.91","","-1.47%"
"10/10/2000","449.09","455.37","455.37","447.20","","-1.54%"
"10/09/2000","456.12","465.08","465.08","454.20","","-1.91%"
"10/06/2000","464.98","472.54","473.66","464.39","","-1.56%"
"10/05/2000","472.34","476.45","476.61","470.21","","-0.93%"
"10/04/2000","476.77","473.94","476.77","473.09","","0.60%"
"10/03/2000","473.94","475.26","479.68","473.23","","-0.28%"
"10/02/2000","475.26","475.40","480.18","474.00","","-0.03%"
"09/29/2000","475.42","476.99","477.69","473.49","","-0.43%"
"09/28/2000","477.48","473.25","478.62","471.27","","0.93%"
"09/27/2000","473.09","475.77","477.45","472.69","","-0.56%"
"09/26/2000","475.77","483.97","483.97","474.87","","-1.69%"
"09/25/2000","483.97","484.50","487.44","483.04","","0.09%"
"09/22/2000","483.52","476.80","483.75","474.89","","1.37%"
"09/21/2000","476.99","475.63","477.26","473.86","","0.30%"
"09/20/2000","475.55","479.79","480.78","473.43","","-0.98%"
"09/19/2000","480.28","478.37","480.28","472.85","","0.30%"
"09/18/2000","478.86","487.90","487.90","478.83","","-1.85%"
"09/15/2000","487.90","489.66","491.14","487.86","","-0.46%"
"09/14/2000","490.15","484.60","491.73","484.51","","1.16%"
"09/13/2000","484.54","484.54","484.54","480.66","","-0.02%"
"09/12/2000","484.64","487.07","489.17","482.95","","-0.50%"
"09/11/2000","487.07","487.45","488.26","485.08","","-0.28%"
"09/08/2000","488.43","497.30","497.39","487.67","","-1.79%"
"09/07/2000","497.31","496.26","498.55","494.21","","0.21%"
"09/06/2000","496.26","495.62","497.35","493.47","","0.13%"
"09/05/2000","495.62","500.99","500.99","494.23","","-1.03%"
"09/04/2000","500.80","496.11","500.80","494.69","","0.88%"
"09/01/2000","496.41","474.96","498.63","474.96","","4.58%"
"08/31/2000","474.66","476.94","478.81","474.66","","-0.27%"
"08/30/2000","475.96","473.32","476.02","469.15","","0.63%"
"08/29/2000","472.99","474.82","475.57","471.63","","-0.49%"
"08/28/2000","475.31","475.67","477.77","472.96","","0.01%"
"08/25/2000","475.24","471.49","475.29","471.00","","1.01%"
"08/24/2000","470.51","467.58","471.47","465.67","","0.61%"
"08/23/2000","467.64","460.41","468.35","456.87","","1.62%"
"08/22/2000","460.19","462.28","465.72","459.29","","-0.66%"
"08/18/2000","463.26","474.87","475.20","461.56","","-2.90%"
"08/17/2000","477.09","473.96","478.30","472.40","","0.80%"
"08/16/2000","473.31","478.45","483.94","471.76","","-1.18%"
"08/15/2000","478.94","489.06","490.04","478.25","","-1.97%"
"08/14/2000","488.57","491.99","492.51","487.38","","-0.70%"
"08/11/2000","491.99","493.23","493.23","487.22","","-0.25%"
"08/10/2000","493.23","496.95","503.09","491.44","","-0.65%"
"08/09/2000","496.46","495.07","500.92","493.35","","0.38%"
"08/08/2000","494.59","491.74","495.12","491.69","","0.78%"
"08/07/2000","490.77","486.26","491.40","486.26","","0.93%"
"08/04/2000","486.26","485.30","489.38","483.80","","0.28%"
"08/03/2000","484.92","488.66","488.66","481.58","","-0.80%"
"08/02/2000","488.85","488.84","490.45","486.85","","0.00%"
"08/01/2000","488.84","502.01","502.01","488.12","","-2.62%"
"07/31/2000","502.01","497.38","502.50","493.44","","1.01%"
"07/28/2000","497.00","509.61","509.61","495.73","","-2.29%"
"07/27/2000","508.64","515.13","515.35","507.31","","-1.17%"
"07/26/2000","514.64","517.44","519.96","511.93","","-0.54%"
"07/25/2000","517.44","519.16","519.86","513.69","","-0.14%"
"07/24/2000","518.18","519.97","525.98","515.97","","-0.34%"
"07/21/2000","519.97","528.53","531.35","517.95","","-1.62%"
"07/20/2000","528.53","524.93","531.02","524.93","","0.78%"
"07/19/2000","524.44","529.72","531.02","521.89","","-1.00%"
"07/18/2000","529.72","537.38","537.38","527.52","","-1.91%"
"07/17/2000","540.05","545.54","546.90","539.38","","-1.03%"
"07/14/2000","545.68","536.11","546.14","536.11","","1.79%"
"07/13/2000","536.11","544.85","546.56","536.06","","-1.59%"
"07/12/2000","544.79","535.87","544.79","535.87","","1.68%"
"07/11/2000","535.78","532.85","540.33","532.37","","0.37%"
"07/10/2000","533.83","534.62","534.69","530.19","","-0.13%"
"07/07/2000","534.51","531.62","538.30","531.62","","0.67%"
"07/06/2000","530.95","522.80","531.48","520.14","","1.60%"
"07/05/2000","522.58","520.22","523.16","517.16","","0.41%"
"07/04/2000","520.44","517.90","521.56","513.90","","1.27%"
"07/03/2000","513.90","496.90","514.94","496.90","","3.42%"
"06/30/2000","496.90","488.53","496.93","484.22","","2.00%"
"06/29/2000","487.18","487.04","488.05","480.77","","0.12%"
"06/28/2000","486.61","475.89","490.91","475.89","","2.25%"
"06/27/2000","475.89","469.19","479.56","468.01","","-0.03%"
"06/23/2000","476.03","478.16","480.48","473.57","","-0.50%"
"06/22/2000","478.42","484.99","488.39","478.37","","-1.31%"
"06/21/2000","484.77","480.51","484.77","475.20","","0.20%"
"06/20/2000","483.82","485.78","486.03","478.76","","-0.33%"
"06/16/2000","485.40","498.98","498.98","485.40","","-3.02%"
"06/15/2000","500.52","500.85","502.18","499.01","","-0.33%"
"06/14/2000","502.20","500.35","506.51","500.35","","0.58%"
"06/13/2000","499.32","488.22","499.82","488.22","","2.27%"
"06/12/2000","488.22","488.22","492.61","486.31","","-0.38%"
"06/09/2000","490.07","488.04","492.36","487.95","","0.46%"
"06/08/2000","487.84","495.10","495.85","486.21","","-0.65%"
"06/07/2000","491.04","484.67","492.02","477.79","","1.27%"
"06/06/2000","484.87","493.94","496.10","483.69","","-2.11%"
"06/05/2000","495.30","500.01","503.39","493.14","","-1.21%"
"06/02/2000","501.37","473.08","501.37","473.08","","6.05%"
"06/01/2000","472.76","464.61","473.80","464.61","","1.82%"
"05/31/2000","464.30","472.53","474.09","463.05","","-1.77%"
"05/30/2000","472.69","456.30","474.57","456.30","","3.65%"
"05/29/2000","456.04","459.98","463.60","452.80","","-0.36%"
"05/26/2000","457.67","445.60","457.67","445.60","","2.71%"
"05/24/2000","445.60","427.48","447.56","427.48","","4.57%"
"05/23/2000","426.12","429.43","435.58","425.88","","-0.86%"
"05/22/2000","429.82","427.66","429.82","413.22","","0.98%"
"05/19/2000","425.63","454.66","454.66","419.70","","-6.38%"
"05/18/2000","454.66","462.15","462.46","453.87","","-1.48%"
"05/17/2000","461.48","474.79","476.82","459.99","","-2.24%"
"05/16/2000","472.07","475.33","476.57","465.63","","-0.02%"
"05/15/2000","472.18","460.48","472.18","459.08","","2.62%"
"05/12/2000","460.13","457.39","464.45","455.45","","0.60%"
"05/11/2000","457.39","458.24","461.00","453.15","","-0.10%"
"05/10/2000","457.86","483.28","483.28","454.91","","-5.36%"
"05/09/2000","483.77","475.91","484.26","475.91","","1.70%"
"05/08/2000","475.70","486.77","487.25","475.32","","-2.41%"
"05/05/2000","487.44","492.61","494.20","486.10","","-1.08%"
"05/04/2000","492.78","493.86","494.21","487.58","","0.19%"
"05/03/2000","491.87","510.95","510.95","487.93","","-3.75%"
"05/02/2000","511.03","509.94","520.14","509.17","","0.30%"
"04/28/2000","509.51","505.89","513.53","505.89","","0.72%"
"04/27/2000","505.89","511.05","511.05","501.26","","-1.58%"
"04/26/2000","514.01","515.69","520.74","512.63","","-0.33%"
"04/25/2000","515.69","505.64","516.77","505.64","","1.99%"
"04/24/2000","505.61","507.56","507.77","500.72","","-0.64%"
"04/19/2000","508.88","517.05","518.38","505.44","","-1.63%"
"04/18/2000","517.30","509.44","517.55","506.91","","1.64%"
"04/17/2000","508.93","508.63","512.98","497.49","","-0.07%"
"04/14/2000","509.28","540.65","540.65","507.30","","-6.03%"
"04/13/2000","541.98","553.88","555.21","539.70","","-2.06%"
"04/12/2000","553.37","559.74","562.69","552.30","","-1.02%"
"04/11/2000","559.08","567.41","567.41","557.35","","-1.46%"
"04/10/2000","567.36","577.65","578.37","565.12","","-1.43%"
"04/07/2000","575.59","561.49","575.84","560.83","","2.87%"
"04/06/2000","559.51","548.40","562.02","548.40","","2.05%"
"04/05/2000","548.27","557.67","557.67","547.28","","-1.74%"
"04/04/2000","558.00","566.46","570.85","540.10","","-1.43%"
"04/03/2000","566.08","569.04","569.23","556.63","","-0.56%"
"03/31/2000","569.24","576.68","582.90","566.73","","-1.26%"
"03/30/2000","576.53","582.88","582.88","571.80","","-1.18%"
"03/29/2000","583.42","589.81","592.11","582.15","","-0.94%"
"03/28/2000","588.93","603.27","603.73","588.73","","-2.38%"
"03/27/2000","603.27","608.71","610.08","601.21","","-0.78%"
"03/24/2000","607.99","605.83","612.32","605.20","","0.44%"
"03/23/2000","605.35","597.66","607.54","594.96","","1.29%"
"03/22/2000","597.66","595.08","598.35","592.02","","0.68%"
"03/21/2000","593.65","603.88","603.88","590.98","","-1.46%"
"03/20/2000","602.45","609.93","610.29","596.91","","-0.61%"
"03/17/2000","606.17","617.22","617.93","603.96","","-1.75%"
"03/16/2000","616.99","606.13","616.99","606.13","","1.79%"
"03/15/2000","606.13","608.36","608.36","601.63","","-0.48%"
"03/14/2000","609.08","606.83","612.04","606.83","","0.41%"
"03/13/2000","606.58","609.36","609.42","597.94","","-0.56%"
"03/10/2000","609.98","618.30","618.95","608.56","","-1.32%"
"03/09/2000","618.17","617.92","620.82","615.91","","0.16%"
"03/08/2000","617.20","617.78","621.30","614.87","","-0.09%"
"03/07/2000","617.78","630.49","632.99","614.08","","-2.02%"
"03/06/2000","630.49","647.18","648.61","630.49","","-2.29%"
"03/03/2000","645.29","639.66","647.77","639.66","","0.93%"
"03/02/2000","639.37","627.30","639.37","627.30","","1.91%"
"03/01/2000","627.41","631.76","634.68","625.44","","-0.67%"
"02/29/2000","631.64","634.79","638.64","630.70","","-0.47%"
"02/28/2000","634.60","636.19","636.23","629.64","","-0.28%"
"02/25/2000","636.39","636.93","639.65","633.49","","0.03%"
"02/24/2000","636.22","627.16","636.51","625.53","","1.52%"
"02/23/2000","626.69","621.67","628.87","619.30","","0.84%"
"02/22/2000","621.47","621.95","622.67","616.29","","-0.06%"
"02/21/2000","621.83","617.99","621.83","612.31","","0.51%"
"02/18/2000","618.70","630.21","630.26","616.66","","-1.83%"
"02/17/2000","630.21","629.84","631.90","626.26","","0.11%"
"02/16/2000","629.52","630.70","630.70","622.22","","-0.19%"
"02/15/2000","630.70","633.02","633.64","623.32","","-0.53%"
"02/14/2000","634.09","637.30","638.21","629.86","","-0.46%"
"02/11/2000","637.03","640.63","642.77","632.10","","-0.56%"
"02/10/2000","640.63","620.06","640.63","620.06","","3.44%"
"02/09/2000","619.34","623.41","628.73","619.10","","-0.03%"
"02/08/2000","619.55","608.69","620.71","608.69","","2.31%"
"02/07/2000","605.56","599.13","605.56","596.65","","1.07%"
"02/04/2000","599.13","590.31","603.01","590.31","","1.53%"
"02/03/2000","590.11","577.07","590.43","577.07","","2.33%"
"02/02/2000","576.68","575.43","580.04","574.89","","0.47%"
"02/01/2000","574.00","565.56","574.02","565.56","","1.36%"
"01/31/2000","566.28","568.36","568.36","558.25","","-0.43%"
"01/28/2000","568.75","579.79","580.17","565.93","","-2.04%"
"01/27/2000","580.60","583.92","588.95","577.84","","-0.22%"
"01/26/2000","581.90","563.50","582.16","563.50","","3.27%"
"01/25/2000","563.50","568.17","570.42","561.14","","-0.82%"
"01/24/2000","568.17","570.12","575.13","565.96","","-0.32%"
"01/21/2000","570.00","578.83","578.83","567.72","","-1.52%"
"01/20/2000","578.77","581.75","583.10","572.67","","-0.47%"
"01/19/2000","581.52","577.90","588.39","577.90","","0.63%"
"01/18/2000","577.90","569.90","578.83","568.81","","1.79%"
"01/17/2000","567.74","568.96","570.93","561.03","","0.29%"
"01/14/2000","566.08","560.07","569.27","560.07","","1.07%"
"01/13/2000","560.07","520.92","568.97","520.52","","7.98%"
"01/12/2000","518.70","520.89","521.20","514.76","","-0.42%"
"01/11/2000","520.89","519.57","525.30","518.26","","0.18%"
"01/10/2000","519.97","522.94","526.45","517.70","","-0.41%"
"01/07/2000","522.12","528.47","533.07","521.33","","-1.20%"
"01/06/2000","528.47","533.21","533.67","525.81","","-0.79%"
"01/05/2000","532.68","522.58","533.90","516.90","","1.86%"
"01/04/2000","522.97","550.84","550.84","522.97","","-5.23%"
"01/03/2000","551.83","550.28","559.95","550.28","","0.25%"
"12/30/1999","550.47","544.95","550.60","544.88","","1.01%"
"12/29/1999","544.95","544.38","550.54","542.99","","0.15%"
"12/28/1999","544.16","536.77","544.48","534.50","","1.39%"
"12/27/1999","536.69","547.17","547.17","535.65","","-1.94%"
"12/24/1999","547.33","544.70","547.33","544.32","","0.44%"
"12/23/1999","544.92","549.58","550.17","544.22","","-0.77%"
"12/22/1999","549.17","551.16","551.53","547.22","","-0.36%"
"12/21/1999","551.16","551.05","551.65","547.75","","0.06%"
"12/20/1999","550.84","551.45","556.78","548.69","","-0.11%"
"12/17/1999","551.45","543.16","553.45","543.16","","1.75%"
"12/16/1999","541.94","537.73","541.94","536.88","","0.97%"
"12/15/1999","536.71","536.04","544.42","531.67","","0.00%"
"12/14/1999","536.70","553.32","553.32","536.17","","-3.02%"
"12/13/1999","553.42","556.86","558.30","553.42","","-0.62%"
"12/10/1999","556.86","554.73","560.63","554.73","","0.59%"
"12/09/1999","553.59","553.88","555.98","545.19","","-0.21%"
"12/07/1999","554.76","554.03","556.90","551.93","","0.21%"
"12/06/1999","553.60","560.50","561.53","550.67","","-1.23%"
"12/03/1999","560.50","555.18","564.50","555.18","","0.98%"
"12/02/1999","555.04","544.32","557.12","544.29","","2.12%"
"12/01/1999","543.51","535.92","543.51","535.92","","1.38%"
"11/30/1999","536.11","549.21","549.21","534.73","","-2.40%"
"11/29/1999","549.30","555.44","555.44","548.43","","-1.11%"
"11/26/1999","555.44","549.72","555.44","547.41","","1.12%"
"11/25/1999","549.31","544.28","549.31","544.23","","0.92%"
"11/24/1999","544.28","544.03","544.28","538.27","","0.06%"
"11/23/1999","543.95","544.33","545.79","538.95","","0.04%"
"11/22/1999","543.72","525.58","543.72","525.58","","3.61%"
"11/19/1999","524.76","536.56","538.12","522.89","","-2.09%"
"11/18/1999","535.95","531.29","543.05","531.29","","1.07%"
"11/17/1999","530.27","546.13","546.13","530.27","","-2.90%"
"11/16/1999","546.13","558.78","558.96","539.98","","-2.21%"
"11/15/1999","558.49","549.92","559.33","549.10","","1.56%"
"11/12/1999","549.92","557.27","558.78","548.74","","-1.32%"
"11/11/1999","557.27","570.26","571.30","557.16","","-2.35%"
"11/10/1999","570.67","573.41","573.83","568.69","","-0.27%"
"11/09/1999","572.19","574.98","578.01","569.80","","-0.44%"
"11/08/1999","574.71","566.00","575.12","561.76","","1.42%"
"11/05/1999","566.65","561.91","567.15","560.48","","0.96%"
"11/04/1999","561.26","565.64","575.61","559.48","","-0.77%"
"11/03/1999","565.60","553.58","565.60","553.58","","2.28%"
"11/02/1999","552.98","539.50","557.59","538.87","","2.46%"
"11/01/1999","539.68","538.90","539.90","533.70","","0.18%"
"10/29/1999","538.69","537.15","541.84","536.94","","0.41%"
"10/28/1999","536.50","538.44","543.25","535.40","","-0.20%"
"10/27/1999","537.58","540.41","542.02","535.14","","-0.48%"
"10/26/1999","540.16","547.04","550.63","539.43","","-1.16%"
"10/25/1999","546.49","545.82","549.01","538.80","","0.12%"
"10/22/1999","545.82","534.13","547.44","534.13","","2.14%"
"10/21/1999","534.40","523.28","534.40","517.01","","2.02%"
"10/20/1999","523.83","515.58","524.59","515.58","","1.68%"
"10/19/1999","515.15","505.91","515.15","505.91","","2.05%"
"10/18/1999","504.80","506.43","507.00","498.40","","-0.54%"
"10/15/1999","507.54","513.58","513.58","500.56","","-1.43%"
"10/14/1999","514.90","510.49","515.99","504.40","","0.86%"
"10/13/1999","510.49","526.01","527.36","509.13","","-2.91%"
"10/12/1999","525.80","537.52","537.52","523.80","","-2.27%"
"10/08/1999","538.03","540.11","541.96","535.65","","-0.31%"
"10/07/1999","539.70","536.58","543.35","536.58","","0.70%"
"10/06/1999","535.97","533.53","537.78","533.53","","0.52%"
"10/05/1999","533.19","539.80","540.20","531.21","","-0.86%"
"10/04/1999","537.81","526.26","537.81","526.09","","2.26%"
"10/01/1999","525.91","532.18","532.18","523.23","","-1.59%"
"09/30/1999","534.40","531.10","541.34","531.10","","0.74%"
"09/29/1999","530.50","528.38","531.77","527.74","","0.42%"
"09/28/1999","528.30","526.68","533.16","523.83","","0.35%"
"09/27/1999","526.48","506.62","527.54","506.62","","3.94%"
"09/24/1999","506.54","506.80","508.13","501.30","","-0.12%"
"09/23/1999","507.15","510.84","511.90","504.26","","-0.52%"
"09/22/1999","509.81","516.02","516.54","509.69","","-1.19%"
"09/21/1999","515.95","521.50","521.53","514.38","","-0.95%"
"09/20/1999","520.91","518.83","520.91","515.77","","0.45%"
"09/17/1999","518.60","519.07","521.98","517.19","","-0.09%"
"09/16/1999","519.07","524.87","526.17","515.13","","-1.18%"
"09/15/1999","525.27","528.22","530.97","524.61","","-0.53%"
"09/14/1999","528.08","529.74","532.02","527.35","","-0.28%"
"09/13/1999","529.58","525.02","529.58","521.71","","0.82%"
"09/10/1999","525.25","522.68","525.57","522.00","","0.84%"
"09/09/1999","520.90","512.20","522.24","511.60","","1.69%"
"09/08/1999","512.22","512.61","519.11","510.52","","-0.15%"
"09/07/1999","513.00","518.04","518.04","510.46","","-0.97%"
"09/06/1999","518.04","517.48","518.26","516.01","","0.11%"
"09/03/1999","517.48","514.66","523.85","514.66","","0.60%"
"09/02/1999","514.38","515.05","515.05","506.79","","-0.13%"
"09/01/1999","515.05","507.00","515.19","506.90","","1.64%"
"08/31/1999","506.74","501.93","508.63","498.63","","1.18%"
"08/30/1999","500.85","507.42","507.42","500.08","","-1.28%"
"08/27/1999","507.34","510.32","511.53","506.03","","-0.58%"
"08/26/1999","510.32","512.84","514.66","506.80","","-0.46%"
"08/25/1999","512.68","491.64","513.68","491.58","","4.38%"
"08/24/1999","491.15","483.23","494.73","480.17","","1.64%"
"08/23/1999","483.23","472.43","483.23","472.43","","2.29%"
"08/20/1999","472.43","474.32","475.57","469.20","","-0.45%"
"08/19/1999","474.56","472.11","478.45","468.44","","0.44%"
"08/18/1999","472.46","480.36","480.36","471.89","","-1.64%"
"08/17/1999","480.36","478.96","481.97","472.94","","0.32%"
"08/13/1999","478.82","473.09","479.40","473.09","","1.33%"
"08/12/1999","472.55","474.02","484.85","471.31","","-0.19%"
"08/11/1999","473.43","468.06","477.09","462.59","","2.21%"
"08/10/1999","463.20","466.55","467.34","456.41","","-0.72%"
"08/09/1999","466.55","464.89","469.79","464.62","","0.36%"
"08/06/1999","464.89","465.78","468.71","461.81","","-0.19%"
"08/05/1999","465.78","460.95","465.78","453.03","","0.83%"
"08/04/1999","461.94","466.82","470.41","460.64","","-1.05%"
"08/03/1999","466.82","467.43","468.77","462.81","","-0.13%"
"08/02/1999","467.43","475.65","477.27","465.94","","-1.73%"
"07/30/1999","475.68","471.93","476.61","471.31","","0.84%"
"07/29/1999","471.73","468.95","471.73","461.93","","0.48%"
"07/28/1999","469.49","463.78","469.49","461.60","","1.67%"
"07/27/1999","461.80","459.03","464.16","455.40","","0.78%"
"07/26/1999","458.22","469.17","469.17","456.99","","-2.37%"
"07/23/1999","469.33","476.15","478.09","465.85","","-1.43%"
"07/22/1999","476.15","483.01","483.01","475.47","","-1.46%"
"07/21/1999","483.22","477.82","483.22","473.89","","1.36%"
"07/20/1999","476.75","491.75","491.75","475.15","","-3.17%"
"07/19/1999","492.35","492.97","500.86","489.77","","-0.13%"
"07/16/1999","492.97","470.73","500.67","470.73","","4.70%"
"07/15/1999","470.83","472.60","474.07","468.00","","-0.37%"
"07/14/1999","472.60","474.99","478.37","471.99","","-0.44%"
"07/13/1999","474.71","451.89","475.63","449.43","","4.59%"
"07/12/1999","453.86","496.93","496.93","451.22","","-8.67%"
"07/08/1999","496.93","519.28","519.28","495.18","","-4.37%"
"07/07/1999","519.63","527.33","528.20","518.90","","-1.67%"
"07/06/1999","528.45","526.42","531.28","524.60","","0.36%"
"07/05/1999","526.56","523.98","527.42","523.98","","0.49%"
"07/02/1999","523.98","512.71","526.09","511.83","","2.20%"
"07/01/1999","512.71","500.14","513.44","500.14","","2.81%"
"06/30/1999","498.72","524.68","524.68","496.35","","-4.87%"
"06/29/1999","524.26","535.93","535.93","522.46","","-2.18%"
"06/28/1999","535.93","536.64","540.69","534.94","","0.02%"
"06/25/1999","535.80","540.58","543.73","533.23","","-0.85%"
"06/24/1999","540.41","544.65","546.52","532.76","","-0.78%"
"06/23/1999","544.65","532.46","547.78","532.46","","2.12%"
"06/22/1999","533.35","526.36","535.67","526.36","","1.45%"
"06/18/1999","525.72","526.92","527.87","524.11","","-0.12%"
